"Samples ID" "F532 Median - B532" Name spotID
526 2621 S1_0.1_T #3-411
526 3082 S1_0.1_S #3-421
526 2783 S1_0.25_S #3-431
526 2460 S1_0.5_S #3-441
526 3224 S1_0.1_B #3-451
526 8521 S1_0.25_B #3-461
526 9501 S1_0.5_B #3-471
526 2365 S-RBD_0.5_Y #3-481
526 20 S-RBD_0.25_S #3-491
526 2109 S-RBD_0.5_S #3-4101
526 238 S2-1_0.05_T #3-4111
526 250 S2-2_0.1_T #3-4121
526 30038 N-protein_0.1_T #3-4131
526 49821 N-protein_0.05_K #3-4141
526 51472 N-protein_0.1_K #3-4151
526 52986 N-protein_0.2_K #3-4161
526 57 buffer #3-4171
526 24711 N-protein_0.1_W #3-4181
526 36367 N-protein_0.25_W #3-4191
526 59758 N-protein_0.5_W #3-4201
526 5357 N-protein_0.1_S #3-4211
526 58802 N-protein_0.25_S #3-4221
526 56593 N-protein_0.5_S #3-4231
526 52031 N-Cter_0.1_K #3-4241
526 59454 N-Cter_0.25_K #3-4251
526 65236 N-Cter_0.5_K #3-4261
526 18172 N-Nter_0.1_K #3-4271
526 23979 N-Nter_0.25_K #3-4281
526 23157 N-Nter_0.5_K #3-4291
526 74 NSP2_0.05_K #3-4301
526 107 NSP2_0.1_K #3-4311
526 197 NSP2_0.25_K #3-4321
526 2573 S1_0.1_T #3-412
526 3151 S1_0.1_S #3-422
526 3177 S1_0.25_S #3-432
526 2607 S1_0.5_S #3-442
526 3363 S1_0.1_B #3-452
526 9143 S1_0.25_B #3-462
526 9249 S1_0.5_B #3-472
526 2005 S-RBD_0.5_Y #3-482
526 7 S-RBD_0.25_S #3-492
526 2207 S-RBD_0.5_S #3-4102
526 224 S2-1_0.05_T #3-4112
526 249 S2-2_0.1_T #3-4122
526 32811 N-protein_0.1_T #3-4132
526 54250 N-protein_0.05_K #3-4142
526 52358 N-protein_0.1_K #3-4152
526 52427 N-protein_0.2_K #3-4162
526 -268 buffer #3-4172
526 26454 N-protein_0.1_W #3-4182
526 36799 N-protein_0.25_W #3-4192
526 60443 N-protein_0.5_W #3-4202
526 4201 N-protein_0.1_S #3-4212
526 47867 N-protein_0.25_S #3-4222
526 56823 N-protein_0.5_S #3-4232
526 54450 N-Cter_0.1_K #3-4242
526 60076 N-Cter_0.25_K #3-4252
526 62308 N-Cter_0.5_K #3-4262
526 19123 N-Nter_0.1_K #3-4272
526 22521 N-Nter_0.25_K #3-4282
526 24876 N-Nter_0.5_K #3-4292
526 82 NSP2_0.05_K #3-4302
526 122 NSP2_0.1_K #3-4312
526 196 NSP2_0.25_K #3-4322
526 2531 S1_0.1_T #3-413
526 3064 S1_0.1_S #3-423
526 3022 S1_0.25_S #3-433
526 2603 S1_0.5_S #3-443
526 3479 S1_0.1_B #3-453
