"Samples ID" "F532 Median - B532" Name spotID
744 2410 S1_0.1_T #4-511
744 3981 S1_0.1_S #4-521
744 4168 S1_0.25_S #4-531
744 3924 S1_0.5_S #4-541
744 2906 S1_0.1_B #4-551
744 6974 S1_0.25_B #4-561
744 7614 S1_0.5_B #4-571
744 2720 S-RBD_0.5_Y #4-581
744 57 S-RBD_0.25_S #4-591
744 2038 S-RBD_0.5_S #4-5101
744 639 S2-1_0.05_T #4-5111
744 865 S2-2_0.1_T #4-5121
744 20850 N-protein_0.1_T #4-5131
744 20569 N-protein_0.05_K #4-5141
744 25302 N-protein_0.1_K #4-5151
744 27287 N-protein_0.2_K #4-5161
744 26 buffer #4-5171
744 17707 N-protein_0.1_W #4-5181
744 23590 N-protein_0.25_W #4-5191
744 37923 N-protein_0.5_W #4-5201
744 2833 N-protein_0.1_S #4-5211
744 34750 N-protein_0.25_S #4-5221
744 50062 N-protein_0.5_S #4-5231
744 43635 N-Cter_0.1_K #4-5241
744 43937 N-Cter_0.25_K #4-5251
744 47613 N-Cter_0.5_K #4-5261
744 10776 N-Nter_0.1_K #4-5271
744 13319 N-Nter_0.25_K #4-5281
744 12208 N-Nter_0.5_K #4-5291
744 40 NSP2_0.05_K #4-5301
744 108 NSP2_0.1_K #4-5311
744 180 NSP2_0.25_K #4-5321
744 2139 S1_0.1_T #4-512
744 4010 S1_0.1_S #4-522
744 4152 S1_0.25_S #4-532
744 3748 S1_0.5_S #4-542
744 2787 S1_0.1_B #4-552
744 6882 S1_0.25_B #4-562
744 7172 S1_0.5_B #4-572
744 2104 S-RBD_0.5_Y #4-582
744 62 S-RBD_0.25_S #4-592
744 1958 S-RBD_0.5_S #4-5102
744 517 S2-1_0.05_T #4-5112
744 824 S2-2_0.1_T #4-5122
744 19703 N-protein_0.1_T #4-5132
744 20558 N-protein_0.05_K #4-5142
744 23385 N-protein_0.1_K #4-5152
744 25474 N-protein_0.2_K #4-5162
744 -9 buffer #4-5172
744 19301 N-protein_0.1_W #4-5182
744 23422 N-protein_0.25_W #4-5192
744 39601 N-protein_0.5_W #4-5202
744 3410 N-protein_0.1_S #4-5212
744 35070 N-protein_0.25_S #4-5222
744 43431 N-protein_0.5_S #4-5232
744 42560 N-Cter_0.1_K #4-5242
744 42839 N-Cter_0.25_K #4-5252
744 45234 N-Cter_0.5_K #4-5262
744 11077 N-Nter_0.1_K #4-5272
744 12668 N-Nter_0.25_K #4-5282
744 12303 N-Nter_0.5_K #4-5292
744 40 NSP2_0.05_K #4-5302
744 100 NSP2_0.1_K #4-5312
744 195 NSP2_0.25_K #4-5322
744 2180 S1_0.1_T #4-513
744 4102 S1_0.1_S #4-523
744 4605 S1_0.25_S #4-533
744 3907 S1_0.5_S #4-543
744 2693 S1_0.1_B #4-553
744 7115 S1_0.25_B #4-563
744 7253 S1_0.5_B #4-573
744 2063 S-RBD_0.5_Y #4-583
744 48 S-RBD_0.25_S #4-593
744 1692 S-RBD_0.5_S #4-5103
744 636 S2-1_0.05_T #4-5113
744 811 S2-2_0.1_T #4-5123
744 20655 N-protein_0.1_T #4-5133
744 20676 N-protein_0.05_K #4-5143
744 22324 N-protein_0.1_K #4-5153
744 23399 N-protein_0.2_K #4-5163
744 -41 buffer #4-5173
744 17094 N-protein_0.1_W #4-5183
744 21900 N-protein_0.25_W #4-5193
744 38599 N-protein_0.5_W #4-5203
744 3203 N-protein_0.1_S #4-5213
744 32810 N-protein_0.25_S #4-5223
744 44440 N-protein_0.5_S #4-5233
744 41558 N-Cter_0.1_K #4-5243
744 41907 N-Cter_0.25_K #4-5253
744 43567 N-Cter_0.5_K #4-5263
744 10718 N-Nter_0.1_K #4-5273
744 12633 N-Nter_0.25_K #4-5283
744 13028 N-Nter_0.5_K #4-5293
744 42 NSP2_0.05_K #4-5303
744 111 NSP2_0.1_K #4-5313
744 195 NSP2_0.25_K #4-5323
744 2438 S1_0.1_T #4-514
744 3820 S1_0.1_S #4-524
744 3974 S1_0.25_S #4-534
744 3752 S1_0.5_S #4-544
744 2398 S1_0.1_B #4-554
744 6567 S1_0.25_B #4-564
744 7336 S1_0.5_B #4-574
744 1564 S-RBD_0.5_Y #4-584
744 46 S-RBD_0.25_S #4-594
744 1672 S-RBD_0.5_S #4-5104
744 635 S2-1_0.05_T #4-5114
744 829 S2-2_0.1_T #4-5124
744 21749 N-protein_0.1_T #4-5134
744 19541 N-protein_0.05_K #4-5144
744 21738 N-protein_0.1_K #4-5154
744 22864 N-protein_0.2_K #4-5164
744 -8 buffer #4-5174
744 16596 N-protein_0.1_W #4-5184
744 21944 N-protein_0.25_W #4-5194
744 42163 N-protein_0.5_W #4-5204
744 3163 N-protein_0.1_S #4-5214
744 32508 N-protein_0.25_S #4-5224
744 40962 N-protein_0.5_S #4-5234
744 39482 N-Cter_0.1_K #4-5244
744 39301 N-Cter_0.25_K #4-5254
744 42510 N-Cter_0.5_K #4-5264
744 9581 N-Nter_0.1_K #4-5274
744 13017 N-Nter_0.25_K #4-5284
744 11571 N-Nter_0.5_K #4-5294
744 36 NSP2_0.05_K #4-5304
744 112 NSP2_0.1_K #4-5314
744 206 NSP2_0.25_K #4-5324
744 73 E-protein_0.25_T #4-515
744 27 E-protein_0.1_K #4-525
744 40 E-protein_0.25_K #4-535
744 65 E-protein_0.5_K #4-545
744 524 NSP1_0.1_T #4-555
744 288 NSP1_0.1_K #4-565
744 244 NSP1_0.25_K #4-575
744 311 NSP1_0.5_K #4-585
744 14 NSP4_0.1_T #4-595
744 559 NSP5_0.1_T #4-5105
744 929 NSP5_0.25_T #4-5115
744 1420 NSP5_0.5_T #4-5125
744 117 NSP5_0.1_K #4-5135
744 254 NSP5_0.25_K #4-5145
744 432 NSP5_0.5_K #4-5155
744 945 NSP7_0.1_T #4-5165
744 -22 buffer #4-5175
744 601 NSP8_0.25_T #4-5185
744 182 NSP8_0.1_K #4-5195
744 203 NSP8_0.25_K #4-5205
744 241 NSP8_0.5_K #4-5215
744 565 NSP9_0.25_T #4-5225
744 54 NSP9_0.1_K #4-5235
744 77 NSP9_0.25_K #4-5245
744 149 NSP9_0.5_K #4-5255
744 377 NSP10_0.1_T #4-5265
744 381 NSP10_0.2_T #4-5275
744 671 NSP10_0.3_T #4-5285
744 107 NSP10_0.1_K #4-5295
744 65 NSP10_0.25_K #4-5305
744 150 NSP10_0.5_K #4-5315
744 585 S1-4_0.2_K #4-5325
744 79 E-protein_0.25_T #4-516
744 22 E-protein_0.1_K #4-526
744 33 E-protein_0.25_K #4-536
744 50 E-protein_0.5_K #4-546
744 455 NSP1_0.1_T #4-556
744 228 NSP1_0.1_K #4-566
744 198 NSP1_0.25_K #4-576
744 186 NSP1_0.5_K #4-586
744 4 NSP4_0.1_T #4-596
744 443 NSP5_0.1_T #4-5106
744 944 NSP5_0.25_T #4-5116
744 1272 NSP5_0.5_T #4-5126
744 89 NSP5_0.1_K #4-5136
744 271 NSP5_0.25_K #4-5146
744 337 NSP5_0.5_K #4-5156
744 527 NSP7_0.1_T #4-5166
744 0 buffer #4-5176
744 572 NSP8_0.25_T #4-5186
744 186 NSP8_0.1_K #4-5196
744 231 NSP8_0.25_K #4-5206
744 210 NSP8_0.5_K #4-5216
744 420 NSP9_0.25_T #4-5226
744 54 NSP9_0.1_K #4-5236
744 73 NSP9_0.25_K #4-5246
744 134 NSP9_0.5_K #4-5256
744 160 NSP10_0.1_T #4-5266
744 295 NSP10_0.2_T #4-5276
744 671 NSP10_0.3_T #4-5286
744 115 NSP10_0.1_K #4-5296
744 60 NSP10_0.25_K #4-5306
744 144 NSP10_0.5_K #4-5316
744 551 S1-4_0.2_K #4-5326
744 76 E-protein_0.25_T #4-517
744 28 E-protein_0.1_K #4-527
744 30 E-protein_0.25_K #4-537
744 44 E-protein_0.5_K #4-547
744 458 NSP1_0.1_T #4-557
744 209 NSP1_0.1_K #4-567
744 190 NSP1_0.25_K #4-577
744 164 NSP1_0.5_K #4-587
744 -3 NSP4_0.1_T #4-597
744 501 NSP5_0.1_T #4-5107
744 842 NSP5_0.25_T #4-5117
744 1114 NSP5_0.5_T #4-5127
744 83 NSP5_0.1_K #4-5137
744 293 NSP5_0.25_K #4-5147
744 369 NSP5_0.5_K #4-5157
744 479 NSP7_0.1_T #4-5167
744 4 buffer #4-5177
744 580 NSP8_0.25_T #4-5187
744 170 NSP8_0.1_K #4-5197
744 197 NSP8_0.25_K #4-5207
744 177 NSP8_0.5_K #4-5217
744 582 NSP9_0.25_T #4-5227
744 48 NSP9_0.1_K #4-5237
744 71 NSP9_0.25_K #4-5247
744 129 NSP9_0.5_K #4-5257
744 180 NSP10_0.1_T #4-5267
744 237 NSP10_0.2_T #4-5277
744 684 NSP10_0.3_T #4-5287
744 96 NSP10_0.1_K #4-5297
744 54 NSP10_0.25_K #4-5307
744 148 NSP10_0.5_K #4-5317
744 572 S1-4_0.2_K #4-5327
744 65 E-protein_0.25_T #4-518
744 22 E-protein_0.1_K #4-528
744 26 E-protein_0.25_K #4-538
744 57 E-protein_0.5_K #4-548
744 511 NSP1_0.1_T #4-558
744 261 NSP1_0.1_K #4-568
744 217 NSP1_0.25_K #4-578
744 184 NSP1_0.5_K #4-588
744 72 NSP4_0.1_T #4-598
744 455 NSP5_0.1_T #4-5108
744 864 NSP5_0.25_T #4-5118
744 1228 NSP5_0.5_T #4-5128
744 107 NSP5_0.1_K #4-5138
744 329 NSP5_0.25_K #4-5148
744 369 NSP5_0.5_K #4-5158
744 558 NSP7_0.1_T #4-5168
744 0 buffer #4-5178
744 589 NSP8_0.25_T #4-5188
744 199 NSP8_0.1_K #4-5198
744 208 NSP8_0.25_K #4-5208
744 214 NSP8_0.5_K #4-5218
